Age,Gender,Weight_kg,Height_cm,BMI,Activity_Level,Exercise_Type,MET,Target_Calories,Duration_minutes
26,Female,40.6,150.0,18.0,Lightly Active,Running,8.0,680,121.2
52,Female,47.8,162.5,18.1,Lightly Active,Cycling,6.0,633,133.3
46,Female,59.0,170.0,20.4,Lightly Active,Swimming,7.0,381,47.8
33,Female,52.4,152.7,22.5,Moderately Active,Swimming,7.0,411,61.1
33,Female,55.9,166.5,20.2,Lightly Active,Running,8.0,345,48.8
60,Female,52.9,164.7,19.5,Lightly Active,Running,8.0,393,55.2
35,Male,68.7,167.5,24.5,Moderately Active,Cycling,6.0,256,31.0
22,Male,67.9,,24.1,Sedentary,Walking,3.5,462,105.5
42,Female,61.1,156.7,24.9,Sedentary,Walking,3.5,226,53.0
25,Female,61.1,161.9,23.3,Moderately Active,Walking,3.5,635,175.8
39,Female,47.9,159.6,18.8,Very Active,Running,8.0,544,65.0
32,Female,68.4,158.4,27.3,Lightly Active,Cycling,6.0,505,76.2
37,Male,56.1,165.5,20.5,Sedentary,Walking,3.5,530,154.8
39,Female,,151.9,23.0,Moderately Active,Swimming,7.0,345,54.7
35,Male,75.8,179.4,23.6,Sedentary,Walking,3.5,312,77.4
35,Female,59.1,172.1,20.0,Lightly Active,Swimming,7.0,509,74.1
37,Male,64.6,166.5,23.3,Sedentary,Yoga,2.5,331,118.9
25,Female,53.9,158.8,21.4,Moderately Active,Cycling,6.0,612,103.3
51,Female,50.9,157.2,20.6,Moderately Active,Walking,3.5,467,153.2
26,Female,52.0,,23.8,Sedentary,Walking,3.5,412,121.9
21,Male,40.0,167.8,14.2,Moderately Active,Yoga,2.5,256,140.8
36,Female,54.4,163.7,20.3,Moderately Active,Walking,3.5,218,68.6
34,Male,70.0,180.0,21.6,Moderately Active,Swimming,7.0,659,77.1
35,Female,56.9,156.6,23.2,Sedentary,Walking,3.5,498,144.4
54,Male,,182.6,23.6,Lightly Active,Walking,3.5,404,77.1
35,Male,63.7,162.6,24.1,Lightly Active,Yoga,2.5,275,100.6
59,Male,69.4,159.6,27.2,Moderately Active,Walking,3.5,151,36.2
45,Female,64.6,155.2,26.8,Moderately Active,Running,8.0,344,34.9
58,Female,53.9,163.0,20.3,Moderately Active,Yoga,2.5,314,136.6
31,Female,49.5,171.5,16.8,Moderately Active,Running,8.0,686,92.6
29,Male,68.3,166.7,24.6,Lightly Active,Walking,3.5,421,111.1
54,Male,58.9,166.1,21.4,Moderately Active,Running,8.0,192,27.6
42,Male,57.7,165.6,21.0,Lightly Active,Running,8.0,674,89.6
25,Male,60.9,168.2,21.5,Lightly Active,Yoga,2.5,446,164.4
18,Male,69.0,161.0,26.6,Moderately Active,Swimming,7.0,600,71.2
34,Male,72.3,169.6,25.1,Sedentary,Running,8.0,211,20.2
24,Female,69.3,159.7,27.2,Lightly Active,Swimming,7.0,508,62.8
25,Female,42.7,154.3,17.9,Sedentary,Walking,3.5,315,115.4
18,Female,59.1,157.3,23.9,Sedentary,Walking,3.5,344,101.7
24,Male,69.3,172.2,23.4,Lightly Active,Swimming,7.0,581,70.1
45,Female,68.1,173.5,22.6,Sedentary,Walking,3.5,648,161.4
19,Female,40.0,152.9,,Sedentary,Cycling,6.0,690,174.6
43,Male,73.8,166.7,26.6,Moderately Active,Walking,3.5,507,110.0
52,Female,42.8,149.9,19.1,Lightly Active,Walking,3.5,506,180.0
35,Male,40.0,163.0,15.1,Sedentary,Walking,3.5,406,162.6
50,Male,53.9,166.1,19.5,Sedentary,Running,8.0,603,81.0
29,Male,67.0,173.2,22.3,Lightly Active,Swimming,7.0,595,77.7
48,Male,55.8,171.8,18.9,Lightly Active,Running,8.0,342,43.6
50,Female,56.0,157.4,22.6,Lightly Active,Walking,3.5,159,49.7
19,Male,96.1,176.8,30.7,Sedentary,Cycling,6.0,428,45.7
23,Male,82.8,173.9,27.4,Very Active,Walking,3.5,249,48.7
35,Female,52.4,156.2,21.5,Sedentary,Running,8.0,621,79.7
43,Male,41.1,173.1,13.7,Moderately Active,Yoga,2.5,194,113.3
30,Female,64.8,168.8,22.7,Very Active,Swimming,7.0,204,26.6
23,Male,67.6,,22.4,Lightly Active,Swimming,7.0,208,23.1
37,Male,63.8,163.7,23.8,Lightly Active,Swimming,7.0,288,31.1
22,Female,61.2,165.1,22.4,Lightly Active,Swimming,7.0,596,82.7
38,Male,69.5,173.5,23.1,Very Active,Swimming,7.0,287,37.2
56,Female,40.0,157.6,16.1,Sedentary,Running,8.0,553,99.0
28,Male,67.2,,26.9,Very Active,Walking,3.5,222,45.7
60,Female,45.5,162.3,17.3,Moderately Active,Walking,3.5,270,95.4
52,Male,67.6,168.4,23.9,Very Active,Cycling,6.0,292,43.2
45,Female,64.3,160.6,24.9,Lightly Active,Running,8.0,223,34.5
43,Male,65.2,168.6,22.9,Lightly Active,Swimming,7.0,475,65.1
46,Female,54.9,162.2,,Moderately Active,Yoga,2.5,341,146.9
50,Male,61.3,167.7,21.8,Lightly Active,Walking,3.5,593,151.5
41,Female,68.1,155.0,28.4,Lightly Active,Walking,3.5,587,133.8
38,Male,,175.9,22.3,Very Active,Swimming,7.0,668,80.1
19,Female,60.4,150.1,26.8,Very Active,Running,8.0,451,49.3
52,Male,56.7,172.8,19.0,Sedentary,Walking,3.5,637,180.0
28,Male,85.2,181.1,26.0,Lightly Active,Walking,3.5,660,129.9
51,Male,58.8,182.0,17.8,Very Active,Swimming,7.0,174,34.7
39,Male,,184.9,21.6,Lightly Active,Cycling,6.0,219,28.8
40,Female,45.3,,17.6,Very Active,Yoga,2.5,347,180.0
43,Male,55.0,161.0,21.2,Lightly Active,Walking,3.5,608,177.3
32,Male,53.3,164.5,19.7,Moderately Active,Cycling,6.0,612,106.6
52,Female,47.4,149.0,21.4,Moderately Active,Running,8.0,501,70.5
55,Male,51.1,180.7,,Moderately Active,Running,8.0,277,37.2
50,Male,62.7,179.0,19.5,Sedentary,Running,8.0,406,48.9
51,Male,73.9,169.2,25.8,Lightly Active,Cycling,6.0,227,28.6
52,Male,61.7,178.4,19.4,Moderately Active,Cycling,6.0,322,48.9
22,Male,61.2,165.9,22.2,Sedentary,Walking,3.5,534,143.3
55,Male,77.4,,27.1,Lightly Active,Yoga,2.5,555,169.9
35,Male,64.5,163.5,24.1,Sedentary,Cycling,6.0,667,95.2
31,Male,69.3,175.6,22.5,Moderately Active,Running,8.0,418,44.6
52,Female,70.1,140.0,35.8,Very Active,Walking,3.5,469,107.4
21,Male,81.9,163.8,30.5,Sedentary,Running,8.0,522,47.9
45,Male,68.3,,22.3,Moderately Active,Yoga,2.5,407,140.8
23,Male,64.1,,20.5,Moderately Active,Walking,3.5,691,172.9
37,Female,48.4,158.8,19.2,Moderately Active,Walking,3.5,543,180.0
24,Female,57.7,151.6,25.1,Moderately Active,Yoga,2.5,546,180.0
51,Female,59.9,159.9,23.4,Lightly Active,Walking,3.5,672,180.0
42,Male,64.9,,19.9,Sedentary,Walking,3.5,374,99.7
27,Female,53.2,156.8,21.6,Moderately Active,Walking,3.5,372,115.5
37,Male,58.1,,22.5,Sedentary,Running,8.0,539,63.9
45,Male,59.2,169.5,20.6,Lightly Active,Cycling,6.0,185,26.2
27,Male,74.2,177.8,23.5,Very Active,Walking,3.5,476,105.7
24,Female,57.3,162.4,21.7,Sedentary,Running,8.0,215,22.4
40,Male,65.5,166.9,23.5,Sedentary,Cycling,6.0,485,64.7
60,Male,71.6,173.2,23.9,Moderately Active,Running,8.0,534,50.5
19,Female,45.9,155.1,19.1,Lightly Active,Swimming,7.0,329,49.9
26,Female,63.9,166.1,23.2,Very Active,Swimming,7.0,381,46.7
20,Female,60.5,161.6,23.2,Moderately Active,Walking,3.5,577,157.4
49,Male,65.8,172.1,22.2,Moderately Active,Running,8.0,359,34.7
36,Female,51.2,159.8,20.1,Lightly Active,Running,8.0,594,76.4
23,Female,67.3,162.8,25.4,Moderately Active,Walking,3.5,315,82.1
27,Male,80.4,169.3,28.0,Moderately Active,Running,8.0,466,43.0
25,Male,71.8,165.8,26.1,Moderately Active,Walking,3.5,594,130.3
39,Male,59.3,169.5,20.6,Sedentary,Running,8.0,429,58.2
26,Female,51.7,153.0,22.1,Sedentary,Swimming,7.0,648,101.3
47,Male,62.8,158.0,25.2,Moderately Active,Running,8.0,287,26.9
25,Male,59.8,181.6,18.2,Lightly Active,Running,8.0,609,71.3
38,Male,72.4,161.1,27.9,Sedentary,Walking,3.5,389,82.5
47,Female,62.4,161.1,24.0,Lightly Active,Running,8.0,429,36.2
52,Female,61.7,160.6,23.9,Moderately Active,Yoga,2.5,692,180.0
50,Male,54.0,183.5,16.0,Moderately Active,Swimming,7.0,661,108.7
51,Female,54.8,153.2,23.4,Lightly Active,Yoga,2.5,470,180.0
49,Female,40.0,157.8,16.1,Lightly Active,Yoga,2.5,306,174.9
33,Male,45.9,162.9,17.3,Lightly Active,Running,8.0,224,35.2
55,Male,,175.7,21.8,Moderately Active,Swimming,7.0,351,46.9
29,Male,57.9,175.0,18.9,Lightly Active,Swimming,7.0,368,59.1
42,Male,62.2,173.2,20.7,Sedentary,Walking,3.5,618,164.9
56,Male,54.9,176.6,17.6,Lightly Active,Running,8.0,187,22.8
27,Male,47.1,177.4,15.0,Moderately Active,Cycling,6.0,549,106.8
43,Female,60.0,160.9,23.2,Moderately Active,Cycling,6.0,596,85.5
54,Male,63.6,160.6,24.6,Lightly Active,Swimming,7.0,542,70.9
48,Male,51.0,161.6,19.6,Moderately Active,Walking,3.5,279,93.2
60,Female,57.2,161.7,21.9,Sedentary,Walking,3.5,234,66.8
53,Female,61.8,154.7,25.8,Sedentary,Cycling,6.0,622,87.8
31,Female,53.5,156.4,21.9,Lightly Active,Swimming,7.0,305,47.9
53,Male,66.8,164.3,24.7,Moderately Active,Cycling,6.0,181,26.7
22,Female,55.3,162.1,21.0,Lightly Active,Running,8.0,166,18.7
44,Female,61.7,153.5,26.2,Lightly Active,Running,8.0,298,36.7
49,Female,41.6,162.6,15.7,Lightly Active,Cycling,6.0,287,63.6
52,Female,56.8,155.3,23.5,Very Active,Running,8.0,544,74.6
56,Female,63.5,155.9,26.1,Lightly Active,Swimming,7.0,297,41.9
23,Male,59.7,175.2,19.5,Lightly Active,Running,8.0,298,39.5
54,Male,54.8,183.8,16.2,Sedentary,Walking,3.5,241,70.0
18,Female,59.0,164.1,21.9,Lightly Active,Walking,3.5,596,164.2
23,Male,55.6,173.9,18.4,Lightly Active,Running,8.0,694,92.0
35,Male,78.8,177.4,25.0,Very Active,Cycling,6.0,587,74.6
41,Male,75.2,160.2,29.3,Moderately Active,Running,8.0,293,19.8
38,Female,50.3,165.3,18.4,Moderately Active,Running,8.0,358,52.0
34,Female,55.4,152.6,23.8,Very Active,Walking,3.5,399,112.2
35,Female,52.6,159.4,20.7,Sedentary,Walking,3.5,656,180.0
21,Male,66.9,176.3,21.5,Moderately Active,Swimming,7.0,292,41.9
34,Female,48.7,157.6,19.6,Lightly Active,Running,8.0,655,89.6
34,Male,80.0,162.6,30.3,Moderately Active,Swimming,7.0,433,41.8
23,Female,42.9,168.5,15.1,Lightly Active,Running,8.0,398,63.8
41,Male,80.6,161.9,30.7,Very Active,Running,8.0,231,19.2
54,Male,73.5,,22.0,Lightly Active,Running,8.0,455,33.2
36,Male,63.9,179.6,19.8,Lightly Active,Cycling,6.0,330,50.8
41,Female,51.9,,18.3,Sedentary,Running,8.0,694,96.7
34,Male,52.4,175.1,17.1,Lightly Active,Walking,3.5,358,111.9
36,Male,54.1,167.2,19.4,Sedentary,Walking,3.5,501,151.5
44,Male,66.1,144.2,31.8,Sedentary,Walking,3.5,368,92.8
25,Female,52.8,155.4,21.9,Moderately Active,Cycling,6.0,245,41.2
57,Female,,166.6,20.7,Sedentary,Cycling,6.0,361,55.4
43,Male,57.4,178.9,17.9,Lightly Active,Running,8.0,519,56.3
58,Male,55.7,168.6,19.6,Lightly Active,Walking,3.5,529,146.0
22,Male,71.0,174.3,23.4,Very Active,Yoga,2.5,490,158.9
35,Male,43.7,172.8,,Sedentary,Walking,3.5,195,71.1
46,Male,63.4,161.1,24.4,Lightly Active,Cycling,6.0,226,35.7
28,Female,65.6,153.1,28.0,Moderately Active,Running,8.0,419,50.7
55,Male,45.3,,15.9,Lightly Active,Running,8.0,340,42.8
35,Female,54.2,165.6,19.8,Sedentary,Swimming,7.0,697,103.7
20,Male,68.6,154.6,28.7,Lightly Active,Running,8.0,454,47.5
18,Female,56.6,154.5,23.7,Moderately Active,Walking,3.5,383,114.7
25,Male,67.6,160.8,26.2,Moderately Active,Walking,3.5,248,63.0
50,Male,79.2,167.8,28.1,Lightly Active,Walking,3.5,265,50.7
58,Female,47.8,166.5,17.2,Moderately Active,Cycling,6.0,349,75.6
54,Female,41.6,148.8,18.8,Lightly Active,Walking,3.5,328,126.9
28,Male,54.8,173.3,18.3,Sedentary,Walking,3.5,157,52.8
57,Female,53.4,156.7,21.7,Moderately Active,Cycling,6.0,585,112.7
57,Male,60.4,,19.5,Lightly Active,Walking,3.5,164,38.3
58,Female,53.0,158.4,21.1,Moderately Active,Walking,3.5,247,72.8
40,Female,47.2,151.0,20.7,Lightly Active,Walking,3.5,620,180.0
31,Male,75.6,173.8,25.0,Lightly Active,Yoga,2.5,339,103.1
31,Male,46.5,156.4,19.0,Sedentary,Running,8.0,289,45.5
48,Female,45.5,154.4,19.1,Lightly Active,Swimming,7.0,446,81.9
39,Male,64.5,160.2,25.2,Sedentary,Swimming,7.0,468,62.0
23,Female,42.0,162.9,15.8,Lightly Active,Walking,3.5,555,180.0
18,Female,,163.3,23.9,Very Active,Cycling,6.0,458,63.7
27,Female,49.7,156.0,20.4,Lightly Active,Walking,3.5,327,112.9
57,Female,58.3,153.4,24.8,Sedentary,Swimming,7.0,696,99.8
60,Female,55.2,157.3,22.3,Moderately Active,Walking,3.5,352,104.8
47,Male,61.6,170.9,,Sedentary,Running,8.0,315,37.2
53,Female,48.5,156.0,19.9,Very Active,Walking,3.5,301,107.2
42,Female,66.6,167.7,23.7,Sedentary,Walking,3.5,602,144.3
34,Female,60.2,152.6,25.8,Lightly Active,Walking,3.5,434,121.8
23,Female,48.0,158.5,19.1,Sedentary,Walking,3.5,700,180.0
54,Female,62.8,162.7,23.7,Very Active,Walking,3.5,259,71.2
39,Male,67.5,177.9,21.3,Moderately Active,Walking,3.5,163,35.2
32,Male,86.7,176.5,27.8,Sedentary,Walking,3.5,632,125.2
55,Male,67.6,156.9,27.5,Sedentary,Cycling,6.0,459,75.7
50,Male,52.4,174.5,17.2,Sedentary,Yoga,2.5,409,175.8
43,Female,40.0,151.0,17.5,Sedentary,Walking,3.5,457,180.0
19,Male,66.0,163.3,24.8,Very Active,Cycling,6.0,653,106.1
27,Male,61.0,179.6,18.9,Lightly Active,Walking,3.5,260,75.4
26,Male,85.9,171.6,29.2,Lightly Active,Running,8.0,418,40.5
33,Male,,169.8,,Very Active,Swimming,7.0,330,38.7
52,Male,71.8,176.4,23.1,Lightly Active,Running,8.0,508,49.4
56,Male,88.6,167.8,31.5,Very Active,Walking,3.5,296,53.6
41,Female,56.9,154.2,24.0,Lightly Active,Swimming,7.0,248,37.3
50,Female,49.9,151.8,,Lightly Active,Walking,3.5,529,168.5
53,Male,78.6,187.4,22.4,Moderately Active,Walking,3.5,532,115.8
59,Female,58.6,155.4,24.3,Moderately Active,Walking,3.5,582,166.4
33,Female,55.2,153.8,23.3,Moderately Active,Walking,3.5,223,64.0
36,Male,,179.2,14.3,Lightly Active,Walking,3.5,340,122.7
52,Female,45.6,,17.2,Sedentary,Running,8.0,489,78.9
32,Female,53.3,159.1,21.0,Very Active,Yoga,2.5,397,163.7
21,Male,80.0,178.8,25.0,Sedentary,Yoga,2.5,424,111.9
28,Male,56.5,176.3,18.2,Lightly Active,Walking,3.5,353,103.5
33,Male,71.5,181.5,21.7,Sedentary,Walking,3.5,608,138.0
27,Female,,167.0,23.9,Moderately Active,Cycling,6.0,542,76.4
29,Female,44.1,163.4,16.5,Lightly Active,Running,8.0,688,105.0
29,Female,43.8,,17.1,Sedentary,Running,8.0,578,97.7
47,Male,69.3,167.2,24.8,Lightly Active,Cycling,6.0,426,58.7
18,Female,55.4,155.0,23.1,Lightly Active,Cycling,6.0,167,30.2
36,Male,70.8,177.4,22.5,Lightly Active,Walking,3.5,449,103.0
46,Female,51.2,158.3,20.4,Sedentary,Running,8.0,196,30.6
43,Male,,173.0,21.1,Very Active,Walking,3.5,618,161.4
19,Male,56.5,169.6,19.7,Moderately Active,Walking,3.5,687,180.0
20,Male,69.7,170.3,24.0,Moderately Active,Swimming,7.0,645,81.4
52,Female,60.2,155.5,24.9,Very Active,Walking,3.5,282,75.2
57,Male,61.1,172.8,20.5,Moderately Active,Yoga,2.5,442,165.4
43,Male,70.9,179.0,22.1,Lightly Active,Walking,3.5,581,135.4
45,Female,50.8,164.3,18.8,Moderately Active,Yoga,2.5,629,180.0
20,Female,44.0,163.5,16.5,Very Active,Yoga,2.5,196,104.6
54,Female,58.8,162.3,,Moderately Active,Running,8.0,166,26.1
56,Female,51.9,157.3,,Lightly Active,Cycling,6.0,692,127.3
21,Male,70.0,170.1,24.2,Moderately Active,Running,8.0,392,36.4
57,Female,48.2,160.3,18.7,Lightly Active,Running,8.0,243,38.4
55,Male,63.0,173.8,20.9,Sedentary,Running,8.0,435,44.6
31,Female,57.2,153.6,24.3,Sedentary,Running,8.0,509,67.2
42,Male,76.1,180.5,23.4,Sedentary,Walking,3.5,377,79.4
34,Female,59.7,166.5,,Sedentary,Walking,3.5,358,87.8
49,Female,46.8,162.6,17.7,Lightly Active,Walking,3.5,611,180.0
50,Female,46.9,154.0,19.8,Moderately Active,Running,8.0,568,88.2
30,Male,58.7,170.9,20.1,Lightly Active,Swimming,7.0,500,67.3
34,Female,57.2,150.1,25.4,Sedentary,Walking,3.5,180,52.3
57,Female,41.0,174.2,13.5,Moderately Active,Running,8.0,455,83.5
49,Female,65.0,154.4,27.3,Lightly Active,Swimming,7.0,208,23.5
59,Female,57.7,163.0,21.7,Lightly Active,Running,8.0,232,32.7
50,Female,54.5,155.4,22.6,Sedentary,Yoga,2.5,423,167.3
40,Female,55.0,152.1,23.8,Sedentary,Walking,3.5,389,119.8
46,Male,75.7,167.9,26.9,Lightly Active,Cycling,6.0,344,42.7
55,Male,73.0,173.8,24.2,Lightly Active,Running,8.0,415,39.0
50,Male,59.5,178.2,18.7,Moderately Active,Walking,3.5,462,127.3
53,Female,43.8,161.2,16.9,Lightly Active,Walking,3.5,626,180.0
18,Male,47.1,171.1,16.1,Sedentary,Running,8.0,239,36.3
30,Male,,178.7,20.8,Lightly Active,Swimming,7.0,643,80.4
60,Female,64.2,152.2,27.7,Lightly Active,Swimming,7.0,615,78.9
45,Male,70.8,165.3,25.9,Moderately Active,Swimming,7.0,427,46.2
22,Male,61.7,177.1,19.7,Lightly Active,Yoga,2.5,599,180.0
24,Male,59.9,,22.6,Lightly Active,Swimming,7.0,168,30.2
50,Female,53.9,149.1,24.3,Moderately Active,Walking,3.5,309,91.9
44,Male,86.2,,27.1,Moderately Active,Running,8.0,215,16.5
45,Male,64.8,164.7,23.9,Sedentary,Cycling,6.0,444,70.4
39,Female,48.5,152.8,20.8,Sedentary,Swimming,7.0,546,89.6
47,Male,44.2,165.0,16.2,Sedentary,Running,8.0,161,25.8
23,Female,53.7,160.3,20.9,Moderately Active,Cycling,6.0,579,100.1
45,Male,50.9,163.4,19.1,Lightly Active,Cycling,6.0,489,89.2
28,Male,69.1,173.4,23.0,Very Active,Cycling,6.0,486,68.4
46,Male,62.0,175.7,20.1,Sedentary,Running,8.0,360,39.5
39,Male,56.8,166.1,20.6,Moderately Active,Walking,3.5,621,174.9
49,Female,51.6,171.3,17.6,Moderately Active,Cycling,6.0,280,51.7
33,Female,,157.8,19.3,Lightly Active,Walking,3.5,543,180.0
24,Female,52.6,157.4,21.2,Very Active,Yoga,2.5,436,180.0
32,Female,63.1,161.6,24.1,Sedentary,Swimming,7.0,621,79.1
58,Male,71.8,159.5,,Very Active,Walking,3.5,434,95.7
38,Male,81.7,161.0,31.5,Lightly Active,Walking,3.5,318,54.9
52,Female,54.9,170.3,18.9,Lightly Active,Yoga,2.5,591,180.0
33,Male,81.3,162.9,30.6,Very Active,Walking,3.5,474,102.0
19,Male,73.3,164.7,27.0,Lightly Active,Walking,3.5,200,44.4
48,Female,49.7,,20.1,Very Active,Yoga,2.5,631,180.0
33,Female,55.6,156.2,22.8,Sedentary,Walking,3.5,381,108.3
18,Male,66.6,177.8,21.1,Lightly Active,Walking,3.5,540,126.2
51,Male,58.0,171.7,19.7,Lightly Active,Running,8.0,568,68.6
55,Female,43.9,156.1,18.0,Moderately Active,Yoga,2.5,304,158.4
50,Male,72.1,173.6,23.9,Sedentary,Cycling,6.0,377,53.4
31,Male,56.7,154.9,23.6,Moderately Active,Running,8.0,446,60.3
32,Male,65.3,171.6,22.2,Sedentary,Swimming,7.0,673,83.8
41,Male,70.5,167.3,,Moderately Active,Running,8.0,584,50.9
29,Male,69.9,168.5,24.6,Moderately Active,Walking,3.5,524,127.1
49,Male,68.1,155.3,28.2,Sedentary,Walking,3.5,251,61.9
25,Male,59.6,155.2,24.8,Lightly Active,Walking,3.5,494,140.8
46,Female,60.9,160.7,23.6,Sedentary,Walking,3.5,298,84.0
50,Male,60.3,176.8,19.3,Sedentary,Walking,3.5,282,77.4
32,Female,59.2,148.0,27.0,Lightly Active,Walking,3.5,526,151.9
33,Female,55.2,156.6,22.5,Moderately Active,Swimming,7.0,155,27.2
59,Male,69.1,159.5,27.2,Moderately Active,Swimming,7.0,211,32.2
18,Female,48.0,156.2,19.7,Moderately Active,Walking,3.5,386,129.7
43,Male,49.5,161.8,18.9,Moderately Active,Walking,3.5,465,166.1
56,Female,44.4,164.2,16.5,Moderately Active,Cycling,6.0,199,40.4
40,Male,85.0,156.4,34.7,Moderately Active,Running,8.0,247,20.3
39,Male,59.5,160.9,23.0,Lightly Active,Walking,3.5,374,103.3
55,Female,55.0,170.1,,Moderately Active,Cycling,6.0,186,41.4
40,Male,58.4,166.2,21.2,Moderately Active,Swimming,7.0,543,78.8
37,Female,46.2,155.3,19.2,Moderately Active,Walking,3.5,517,180.0
57,Male,80.8,169.5,28.1,Very Active,Cycling,6.0,620,78.8
43,Male,75.6,148.7,34.2,Lightly Active,Cycling,6.0,578,79.5
36,Male,70.5,172.1,23.8,Lightly Active,Swimming,7.0,457,54.0
25,Female,42.4,158.0,17.0,Lightly Active,Walking,3.5,246,95.0
52,Male,74.1,163.4,27.8,Moderately Active,Running,8.0,450,37.9
38,Male,,176.8,19.2,Lightly Active,Running,8.0,569,71.9
46,Male,68.4,166.4,24.7,Sedentary,Walking,3.5,642,151.6
36,Male,63.1,167.8,22.4,Moderately Active,Walking,3.5,380,115.8
57,Male,71.0,177.0,22.7,Sedentary,Running,8.0,460,43.8
56,Female,48.8,159.4,19.2,Moderately Active,Cycling,6.0,268,49.7
26,Male,66.4,177.1,21.2,Moderately Active,Walking,3.5,280,59.2
58,Male,78.9,179.3,24.5,Moderately Active,Walking,3.5,330,74.2
20,Female,55.1,157.0,22.4,Moderately Active,Walking,3.5,533,157.9
30,Female,56.3,152.0,24.4,Very Active,Yoga,2.5,387,161.9
49,Male,52.3,164.9,19.2,Lightly Active,Running,8.0,350,47.6
49,Male,75.0,175.1,24.5,Lightly Active,Walking,3.5,516,111.1
34,Female,66.5,159.3,26.2,Lightly Active,Running,8.0,698,77.2
58,Female,42.6,166.9,15.3,Moderately Active,Swimming,7.0,489,95.3
25,Male,57.1,164.9,21.0,Lightly Active,Walking,3.5,478,136.7
41,Male,70.1,173.6,23.3,Lightly Active,Walking,3.5,160,30.5
22,Male,73.3,172.1,24.7,Moderately Active,Walking,3.5,451,101.8
32,Male,70.1,174.0,23.1,Moderately Active,Walking,3.5,356,76.3
56,Female,63.8,155.8,26.3,Lightly Active,Walking,3.5,424,103.5
52,Male,54.0,169.3,18.8,Very Active,Walking,3.5,292,83.7
22,Male,77.7,179.2,24.2,Moderately Active,Yoga,2.5,362,105.7
34,Male,68.8,169.3,24.0,Sedentary,Walking,3.5,384,90.7
39,Female,46.6,152.4,20.1,Moderately Active,Yoga,2.5,325,157.0
54,Female,60.5,,29.6,Sedentary,Walking,3.5,691,180.0
57,Female,64.5,163.2,24.2,Lightly Active,Cycling,6.0,530,73.7
38,Male,68.9,166.5,24.9,Sedentary,Swimming,7.0,515,56.9
36,Male,65.5,161.3,25.2,Lightly Active,Running,8.0,329,36.0
30,Male,50.9,168.1,18.0,Very Active,Walking,3.5,536,169.7
26,Male,67.9,174.4,22.3,Lightly Active,Walking,3.5,335,79.8
30,Male,65.8,178.3,20.7,Sedentary,Swimming,7.0,162,13.6
29,Female,64.5,157.3,26.0,Moderately Active,Walking,3.5,430,117.3
36,Female,51.7,154.1,21.8,Lightly Active,Walking,3.5,607,180.0
45,Female,54.5,152.8,23.3,Sedentary,Walking,3.5,549,171.4
49,Female,40.2,,16.8,Lightly Active,Yoga,2.5,174,102.1
49,Male,64.0,170.6,22.0,Sedentary,Cycling,6.0,303,42.7
29,Male,52.4,162.8,19.8,Very Active,Walking,3.5,517,165.6
36,Male,69.2,168.3,24.5,Lightly Active,Yoga,2.5,494,163.0
34,Female,58.8,163.4,22.0,Moderately Active,Cycling,6.0,388,62.4
22,Female,65.3,163.0,24.6,Moderately Active,Running,8.0,612,68.4
36,Male,52.5,166.4,19.0,Lightly Active,Running,8.0,526,75.3
21,Male,56.8,,18.0,Lightly Active,Walking,3.5,451,131.3
54,Female,52.9,145.3,25.0,Lightly Active,Walking,3.5,238,77.6
26,Female,58.1,152.9,24.8,Sedentary,Walking,3.5,385,112.7
19,Female,53.3,155.7,,Lightly Active,Running,8.0,465,50.1
46,Female,48.2,159.4,19.0,Lightly Active,Cycling,6.0,555,108.4
49,Male,77.0,172.4,25.9,Sedentary,Running,8.0,178,11.6
53,Female,53.1,161.0,20.5,Lightly Active,Walking,3.5,162,49.8
51,Female,52.8,159.6,20.7,Sedentary,Cycling,6.0,239,44.2
21,Male,74.6,172.5,25.1,Sedentary,Walking,3.5,513,121.2
20,Female,40.0,160.3,15.6,Moderately Active,Walking,3.5,541,180.0
34,Male,73.5,170.3,25.3,Moderately Active,Yoga,2.5,264,84.7
57,Female,,158.9,25.5,Sedentary,Running,8.0,179,18.7
51,Female,65.1,153.7,27.5,Very Active,Cycling,6.0,608,83.4
41,Female,48.3,157.6,19.4,Lightly Active,Walking,3.5,333,104.8
56,Female,63.0,162.6,23.8,Moderately Active,Cycling,6.0,188,34.4
58,Male,57.7,165.2,21.1,Lightly Active,Running,8.0,257,25.5
21,Male,69.3,167.4,24.7,Moderately Active,Walking,3.5,369,86.4
60,Female,51.7,163.2,19.4,Sedentary,Cycling,6.0,440,78.9
42,Female,64.3,164.3,23.8,Moderately Active,Walking,3.5,275,73.6
34,Male,76.0,173.3,25.3,Sedentary,Cycling,6.0,254,33.0
31,Female,67.3,158.1,26.9,Lightly Active,Walking,3.5,190,39.5
59,Male,63.2,176.0,20.4,Very Active,Running,8.0,356,48.5
28,Male,58.6,172.9,19.6,Lightly Active,Walking,3.5,363,106.9
22,Male,71.8,167.4,25.6,Lightly Active,Walking,3.5,588,129.4
50,Female,55.8,147.3,25.7,Sedentary,Running,8.0,183,27.2
37,Male,62.8,176.0,20.3,Moderately Active,Walking,3.5,182,44.3
51,Female,51.8,155.6,21.4,Moderately Active,Cycling,6.0,165,36.5
41,Male,55.0,172.7,18.5,Moderately Active,Running,8.0,215,29.5
51,Female,46.0,160.1,17.9,Very Active,Walking,3.5,440,153.2
31,Male,50.8,168.1,18.0,Lightly Active,Walking,3.5,165,51.9
